parent_id,source_file,status,attempt,message,reference_formula,source_formula,cleaned_formula,source_num_sites,dropped_species_count,dropped_occupancy_sum,grouping_method,candidate_method,split_site_pair_count,split_site_cluster_count,split_site_species,supercell_multiplier,supercell_matrix,occupancy_max_error,occupancy_mean_error,within_error_tolerance,source_composition_max_error,composition_max_error,composition_max_drift,within_composition_tolerance,missing_reference_elements,candidate_index,energy_rank,num_atoms,ordered_formula,ranker,relaxed,converged,relaxation_steps,relaxation_seconds,total_energy_ev,energy_per_atom_ev,output_file
883,/root/Mattergen/OBELIX/cifs/883.cif,copied_ordered,0,,Li4 Al4 H16,Li4 Al4 H16,Li4 Al4 H16,24,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,24,Li4 Al4 H16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/883_ordered.cif
8fn,/root/Mattergen/OBELIX/cifs/8fn.cif,ok,0,,Li10.8 Al4.8 Ge7.2 P18 O72,Li2.892 Al0.884 Ge3.116 P6 O24,Li2.892 Al0.884 Ge3.116 P6 O24,48,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.050000000000000044,0.0177037037037037,True,0.020632968919052974,0.017251293847038524,0.0,True,,9,1,37,Li3 Al1 Ge3 P6 O24,mattersim,True,True,125,43.94657199200083,-253.5779571533203,-6.85345830144109,/root/Mattergen/results/obelix_random10_321/cifs/8fn_ordered.cif
8ub,/root/Mattergen/OBELIX/cifs/8ub.cif,ok,0,,Li21 Si2.4 Sn0.6 P3 S24,Li20.84 Si2.4 Sn0.6 P3 S24,Li20.84 Si2.4 Sn0.6 P3 S24,62,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.04500000000000004,0.011428571428571437,True,0.0018512519091034574,0.0058241118229469535,0.003972859913843496,True,,0,1,101,Li41 Si5 Sn1 P6 S48,mattersim,True,True,105,30.532478901001014,-442.2886047363281,-4.379095096399288,/root/Mattergen/results/obelix_random10_321/cifs/8ub_ordered.cif
95j,/root/Mattergen/OBELIX/cifs/95j.cif,copied_ordered,0,,Li18 Al6 H36,Li6 Al2 H12,Li6 Al2 H12,20,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,20,Li6 Al2 H12,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/95j_ordered.cif
96f,/root/Mattergen/OBELIX/cifs/96f.cif,ok,0,,Li24 P4 Se2.4 S17.6 Br4,Li6.006 P1 Se0.6 S4.4 Br1,Li6.006 P1 Se0.6 S4.4 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,5,5x1x1,0.03123999999999999,0.012512500000000003,True,0.0002484060611078198,6.938893903907228e-18,0.0,True,,9,1,65,Li30 P5 Se3 S22 Br5,mattersim,True,True,34,7.432000281998626,-264.45904541015625,-4.0686006986177885,/root/Mattergen/results/obelix_random10_321/cifs/96f_ordered.cif
97b,/root/Mattergen/OBELIX/cifs/97b.cif,ok,0,,Li3.6 Zr0.4 Sc3.6 O8,Li1.8 Zr0.2 Sc1.8 O4,Li1.8 Zr0.2 Sc1.8 O4,8,0,0.0,spacegroup,random,0,0,,4,2x2x1,0.025000000000000022,0.02000000000000001,True,1.1102230246251565e-16,0.006617038875103391,0.006617038875103388,True,,0,1,31,Li7 Zr1 Sc7 O16,mattersim,True,True,18,6.622038536999753,-239.48245239257812,-7.725240399760585,/root/Mattergen/results/obelix_random10_321/cifs/97b_ordered.cif
97p,/root/Mattergen/OBELIX/cifs/97p.cif,ok,0,,Li24 P4 S20 Cl4,Li6.0 P1 S5 Cl1,Li6.0 P1 S5 Cl1,31,0,0.0,spacegroup,random,0,0,,5,5x1x1,0.03799999999999998,0.016133333333333326,True,1.1102230246251565e-16,0.0,0.0,True,,9,1,65,Li30 P5 S25 Cl5,mattersim,True,True,80,19.007002890997683,-268.7261657714844,-4.134248704176683,/root/Mattergen/results/obelix_random10_321/cifs/97p_ordered.cif
9ky,/root/Mattergen/OBELIX/cifs/9ky.cif,ok,0,,Li6 Ti3.6 Sn8.4 P18 O72,Li2 Ti1.2 Sn2.8 P6 O24,Li2 Ti1.2 Sn2.8 P6 O24,36,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.050000000000000044,0.016666666666666673,True,0.0,0.005555555555555557,0.005555555555555557,True,,0,1,36,Li2 Ti1 Sn3 P6 O24,mattersim,True,True,35,5.900974741001846,-253.07373046875,-7.029825846354167,/root/Mattergen/results/obelix_random10_321/cifs/9ky_ordered.cif
9lo,/root/Mattergen/OBELIX/cifs/9lo.cif,copied_ordered,0,,Li12 P4 O16,Li12 P4 O16,Li12 P4 O16,32,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,32,Li12 P4 O16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/9lo_ordered.cif
9lx,/root/Mattergen/OBELIX/cifs/9lx.cif,ok,0,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,70,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.050000000000000044,0.00961538461538462,True,0.0,0.0,0.0,True,,7,1,50,Li20 Sn2 P4 S24,mattersim,True,True,62,20.520470767001825,-213.59352111816406,-4.271870422363281,/root/Mattergen/results/obelix_random10_321/cifs/9lx_ordered.cif
9n0,/root/Mattergen/OBELIX/cifs/9n0.cif,ok,0,,Na0.2 Li0.3 La0.5 Nb2 O6,Na0.2 Li0.3 La0.5 Nb2 O6,Na0.2 Li0.3 La0.5 Nb2 O6,9,0,0.0,spacegroup,random,0,0,,4,2x2x1,0.04999999999999999,0.014285714285714282,True,0.0,0.005555555555555557,0.005555555555555557,True,,1,1,36,Na1 Li1 La2 Nb8 O24,mattersim,True,True,28,5.563005193998833,-307.22662353515625,-8.534072875976562,/root/Mattergen/results/obelix_random10_321/cifs/9n0_ordered.cif
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,ok,0,,Li52 La24 Zr14 Mo2 O96,Li23.376 La12 Zr6.9712 Mo1.0288 O48,Li23.376 La12 Zr6.9712 Mo1.0288 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.007833333333333359,0.0028583333333333377,True,0.020773646974670046,0.023848491933598337,0.003074844958928291,True,,2,1,91,Li23 La12 Zr7 Mo1 O48,mattersim,True,True,55,19.972317134997866,-658.6043090820312,-7.237409989912432,/root/Mattergen/results/obelix_random10_321/cifs/9o6_ordered.cif
9ph,/root/Mattergen/OBELIX/cifs/9ph.cif,ok,0,,Li0.76 La2.68 Ti3.6 Co0.4 O12,Li0.38 La1.333 Ti1.8 Co0.2 O6,Li0.38 La1.333 Ti1.8 Co0.2 O6,10,0,0.0,spacegroup,random,0,0,,5,5x1x1,0.04800000000000004,0.019333333333333355,True,0.0006213301167371788,0.005039052658100229,0.004594186226068775,True,,3,1,49,Li2 La7 Ti9 Co1 O30,mattersim,True,True,46,23.165140654000425,-412.7637023925781,-8.423749028419962,/root/Mattergen/results/obelix_random10_321/cifs/9ph_ordered.cif
9rc,/root/Mattergen/OBELIX/cifs/9rc.cif,approximation_warning,0,Occupancy error 0.055000 exceeds tolerance 0.050000,Li20 Sn0.45 Ge1.55 P4 S24,Li20 Sn0.448 Ge1.552 P4 S24,Li20 Sn0.448 Ge1.552 P4 S24,66,0,0.0,spacegroup+split_site_pairs,random,4,0,Li,2,1x2x1,0.05500000000000005,0.022190476190476212,False,4.000000000000184e-05,0.0060606060606061,0.0060606060606061,True,,6,1,99,Li39 Sn1 Ge3 P8 S48,mattersim,True,True,69,19.528312071000983,-425.4270324707031,-4.297242752229325,/root/Mattergen/results/obelix_random10_321/cifs/9rc_ordered.cif
9s4,/root/Mattergen/OBELIX/cifs/9s4.cif,ok,0,,Li7.8 Ti10.2 Al1.8 P18 O72,Li2.6 Ti3.4 Al0.6 P6 O24,Li2.6 Ti3.4 Al0.6 P6 O24,48,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.025000000000000022,0.008333333333333345,True,4.163336342344337e-17,0.002994236095516134,0.00299423609551612,True,,0,1,73,Li5 Ti7 Al1 P12 O48,mattersim,True,True,45,18.86716664100095,-556.6769409179688,-7.62571151942423,/root/Mattergen/results/obelix_random10_321/cifs/9s4_ordered.cif
9wf,/root/Mattergen/OBELIX/cifs/9wf.cif,ok,0,,Li12 Er4 I24,Li6 Er2.0 I12,Li6 Er2.0 I12,22,0,0.0,spacegroup,random,0,0,,3,3x1x1,0.033333333333333354,0.01575757575757575,True,1.3877787807814457e-17,0.0,0.0,True,,6,1,60,Li18 Er6 I36,mattersim,True,True,19,3.636552751999261,-191.6809844970703,-3.194683074951172,/root/Mattergen/results/obelix_random10_321/cifs/9wf_ordered.cif
9zk,/root/Mattergen/OBELIX/cifs/9zk.cif,copied_ordered,0,,Li40 Ga8 O32,Li40 Ga8 O32,Li40 Ga8 O32,80,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,80,Li40 Ga8 O32,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/9zk_ordered.cif
9zr,/root/Mattergen/OBELIX/cifs/9zr.cif,ok,0,,Li24 P4 S20 Br4,Li6 P1 S5 Br1,Li6 P1 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,4,1x2x2,0.030000000000000027,0.015937500000000007,True,5.551115123125783e-17,0.0,0.0,True,,0,1,52,Li24 P4 S20 Br4,mattersim,True,True,51,15.657036806001997,-213.40194702148438,-4.103883596567007,/root/Mattergen/results/obelix_random10_321/cifs/9zr_ordered.cif
a8v,/root/Mattergen/OBELIX/cifs/a8v.cif,approximation_warning,0,Occupancy error 0.100000 exceeds tolerance 0.050000,Li24.1 Si0.1 P3.9 S20 Br4,Li6.02496 Si0.025 P0.975 S5 Br1,Li6.02496 Si0.025 P0.975 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,8,2x2x2,0.1,0.04516222222222223,False,1.6504558110197465e-06,0.00769599881883951,0.00769599292435447,True,,3,1,104,Li48 Si1 P7 S40 Br8,mattersim,True,True,45,14.29388368400032,-428.3318176269531,-4.118575169489934,/root/Mattergen/results/obelix_random10_321/cifs/a8v_ordered.cif
aab,/root/Mattergen/OBELIX/cifs/aab.cif,ok,0,,Li16 Sn3 Ge1 Se16,Li16 Sn3.3 Ge0.7 Se16,Li16 Sn3.3 Ge0.7 Se16,40,0,0.0,spacegroup+split_site_pairs,random,4,0,Li,2,2x1x1,0.050000000000000044,0.006666666666666669,True,0.008333333333333331,0.013888888888888895,0.005555555555555564,True,,0,1,72,Li32 Sn7 Ge1 Se32,mattersim,True,True,13,3.094865323000704,-273.6023864746094,-3.8000331454806857,/root/Mattergen/results/obelix_random10_321/cifs/aab_ordered.cif
an2,/root/Mattergen/OBELIX/cifs/an2.cif,copied_ordered,0,,Li24 Si4 Cl8 O16,Li24 Si4 Cl8 O16,Li24 Si4 Cl8 O16,52,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,52,Li24 Si4 Cl8 O16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/an2_ordered.cif
ar1,/root/Mattergen/OBELIX/cifs/ar1.cif,ok,0,,Li16 Sn4 Se4 S12,Li16.008 Sn4 Se4.344 S11.656,Li16.008 Sn4 Se4.344 S11.656,48,0,0.0,spacegroup,random,0,0,,3,3x1x1,0.03600000000000003,0.012708333333333346,True,0.00962749018736564,0.009259259259259259,0.0,True,,2,1,108,Li48 Sn12 Se13 S35,mattersim,True,True,65,18.412592324999423,-437.7931823730469,-4.053640577528212,/root/Mattergen/results/obelix_random10_321/cifs/ar1_ordered.cif
ard,/root/Mattergen/OBELIX/cifs/ard.cif,approximation_warning,0,Occupancy error 0.110000 exceeds tolerance 0.050000,Li8 Ta16 P8 O64,Li4.0 Ta8 P4 O32,Li4.0 Ta8 P4 O32,54,0,0.0,spacegroup,random,0,0,,2,2x1x1,0.10999999999999999,0.020000000000000004,False,1.3877787807814457e-17,0.00945017182130585,0.009450171821305836,True,,3,1,97,Li9 Ta16 P8 O64,mattersim,True,True,78,29.050504501999967,-822.25830078125,-8.476889698775773,/root/Mattergen/results/obelix_random10_321/cifs/ard_ordered.cif
aui,/root/Mattergen/OBELIX/cifs/aui.cif,ok,0,,Li8 Co4 Ge12 O32,Li8.0 Co4 Ge12 O32,Li8.0 Co4 Ge12 O32,56,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.025000000000000022,0.010714285714285713,True,1.3877787807814457e-17,0.0,0.0,True,,9,1,112,Li16 Co8 Ge24 O64,mattersim,True,True,34,17.718329872994218,-688.6502685546875,-6.1486631120954245,/root/Mattergen/results/obelix_random10_321/cifs/aui_ordered.cif
b4c,/root/Mattergen/OBELIX/cifs/b4c.cif,copied_ordered,0,Reference elements absent from source CIF: Li,Li8 Si2 S8,Si2 S8,Si2 S8,10,0,0.0,,,0,0,,,,,,,0.4444444444444444,0.4444444444444444,0.0,True,Li,,,10,Si2 S8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/b4c_ordered.cif
b56,/root/Mattergen/OBELIX/cifs/b56.cif,ok,0,,Li8 Mg8 Mo12 O48,Li8.004 Mg7.996 Mo12 O48,Li8.004 Mg7.996 Mo12 O48,76,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.040000000000000036,0.01373333333333334,True,5.263157894738746e-05,0.0,0.0,True,,2,1,76,Li8 Mg8 Mo12 O48,mattersim,True,True,36,14.329019797994988,-503.0159912109375,-6.618631463301809,/root/Mattergen/results/obelix_random10_321/cifs/b56_ordered.cif
be9,/root/Mattergen/OBELIX/cifs/be9.cif,copied_ordered,0,,Li4 Ga4 Br16,Li4 Ga4 Br16,Li4 Ga4 Br16,24,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,24,Li4 Ga4 Br16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/be9_ordered.cif
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,ok,0,,Sr8 Li48 La16 Sb16 O96,Sr3.996 Li23.9784 La8.004 Sb8 O48,Sr3.996 Li23.9784 La8.004 Sb8 O48,128,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.04033333333333333,0.012575000000000006,True,0.00017357572420606537,0.0,0.0,True,,9,1,92,Sr4 Li24 La8 Sb8 O48,mattersim,True,True,69,24.05911370899412,-573.5081176757812,-6.233783887780231,/root/Mattergen/results/obelix_random10_321/cifs/bi3_ordered.cif
bjw,/root/Mattergen/OBELIX/cifs/bjw.cif,ok,0,,Li16 Mn8 Cl32,Li4 Mn2 Cl8,Li4 Mn2 Cl8,14,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.0,0.0,True,0.0,0.0,0.0,True,,0,1,14,Li4 Mn2 Cl8,mattersim,True,True,6,0.8800865060038632,-61.727088928222656,-4.4090777805873325,/root/Mattergen/results/obelix_random10_321/cifs/bjw_ordered.cif
bnh,/root/Mattergen/OBELIX/cifs/bnh.cif,ok,0,,Li24.4 Si0.4 P3.8 S20 Br4,Li6.10002 Si0.1 P0.9 S5 Br1,Li6.10002 Si0.1 P0.9 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,8,2x2x2,0.040000000000000036,0.024444444444444456,True,0.003541160820101044,0.004935653699912265,0.0029365780181428436,True,,5,1,104,Li48 Si1 P7 S40 Br8,mattersim,True,True,50,13.610258975000761,-428.2656555175781,-4.117938995361328,/root/Mattergen/results/obelix_random10_321/cifs/bnh_ordered.cif
bnu,/root/Mattergen/OBELIX/cifs/bnu.cif,ok,0,,Li18 Al9 Ga9 Ge18 O72,Li6 Al3 Ga3 Ge6 O24,Li6 Al3 Ga3 Ge6 O24,42,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.0,0.0,True,0.0,0.0,0.0,True,,9,1,84,Li12 Al6 Ga6 Ge12 O48,mattersim,True,True,41,9.634354052002891,-532.388671875,-6.337960379464286,/root/Mattergen/results/obelix_random10_321/cifs/bnu_ordered.cif
bq9,/root/Mattergen/OBELIX/cifs/bq9.cif,copied_ordered,0,,Li24 Bi8 O24,Li24 Bi8 O24,Li24 Bi8 O24,56,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,56,Li24 Bi8 O24,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/bq9_ordered.cif
br1,/root/Mattergen/OBELIX/cifs/br1.cif,copied_ordered,0,,Li48 Al16 N32,Li24 Al8 N16,Li24 Al8 N16,48,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,48,Li24 Al8 N16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/br1_ordered.cif
bsa,/root/Mattergen/OBELIX/cifs/bsa.cif,copied_ordered,0,,Li4 Ga4 O8,Li4 Ga4 O8,Li4 Ga4 O8,16,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,16,Li4 Ga4 O8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/bsa_ordered.cif
bv2,/root/Mattergen/OBELIX/cifs/bv2.cif,copied_ordered,0,,Li4 Y4 O8,Li4 Y4 O8,Li4 Y4 O8,16,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,16,Li4 Y4 O8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/bv2_ordered.cif
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,ok,0,,Li44 La24 Sm2 Ta14 O96,Li22.068 La12 Sm1 Ta7 O48,Li22.068 La12 Sm1 Ta7 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.01433333333333342,0.00530000000000001,True,0.0005704332035549875,0.0,0.0,True,,4,1,90,Li22 La12 Sm1 Ta7 O48,mattersim,True,True,80,29.62238562299899,-679.902587890625,-7.554473198784722,/root/Mattergen/results/obelix_random10_321/cifs/c0g_ordered.cif
c6e,/root/Mattergen/OBELIX/cifs/c6e.cif,ok,0,,Li24 P4 Se3.2 S16.8 Br4,Li6.006 P1 Se0.8 S4.2 Br1,Li6.006 P1 Se0.8 S4.2 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,2,1x2x1,0.04548000000000001,0.022514999999999993,True,0.0002484060611077643,0.015384615384615385,0.015356226120488765,True,,5,1,26,Li12 P2 Se2 S8 Br2,mattersim,True,True,24,7.834445245003735,-105.05656433105469,-4.04063708965595,/root/Mattergen/results/obelix_random10_321/cifs/c6e_ordered.cif
cdk,/root/Mattergen/OBELIX/cifs/cdk.cif,copied_ordered,0,,Li8 P4 N4 O8,Li4 P2 N2 O4,Li4 P2 N2 O4,12,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,12,Li4 P2 N2 O4,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/cdk_ordered.cif
cfy,/root/Mattergen/OBELIX/cifs/cfy.cif,copied_ordered,0,,Li4 P4 S12,Li2 P2 S6,Li2 P2 S6,10,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,10,Li2 P2 S6,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/cfy_ordered.cif
cju,/root/Mattergen/OBELIX/cifs/cju.cif,ok,0,,Li24 P4 Se1.6 S18.4 Br4,Li6.006 P1 Se0.399 S4.601 Br1,Li6.006 P1 Se0.399 S4.601 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,4,1x2x2,0.0305,0.014062500000000002,True,0.0002484060611077643,0.007692307692307693,0.007605957013922582,True,,4,1,52,Li24 P4 Se2 S18 Br4,mattersim,True,True,29,8.65242866799963,-211.99392700195312,-4.076806288499099,/root/Mattergen/results/obelix_random10_321/cifs/cju_ordered.cif
ckw,/root/Mattergen/OBELIX/cifs/ckw.cif,ok,0,,Sr7.2 Li8 Nb16 O48 F6.4,Sr0.932 Li1 Nb2 O24 F8,Sr0.932 Li1 Nb2 O24 F8,36,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.03400000000000003,0.011333333333333334,True,0.14787641453586786,0.14745586708203529,0.00010513686345814399,True,,0,1,36,Sr1 Li1 Nb2 O24 F8,mattersim,True,True,45,10.165445694998198,-107.2631607055664,-2.979532241821289,/root/Mattergen/results/obelix_random10_321/cifs/ckw_ordered.cif
clt,/root/Mattergen/OBELIX/cifs/clt.cif,copied_ordered,0,,Li6 Cu1 B4 O10,Li6 Cu1 B4 O10,Li6 Cu1 B4 O10,21,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,21,Li6 Cu1 B4 O10,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/clt_ordered.cif
cti,/root/Mattergen/OBELIX/cifs/cti.cif,ok,0,,Li43.2 La24 Y1.6 Nb14.4 O96,Li21.61584 La12 Y0.8 Nb7.2 O48,Li21.61584 La12 Y0.8 Nb7.2 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.031333333333333324,0.015500666666666668,True,0.00013414401484618255,0.0033730158730158333,0.0032388718581696507,True,,1,1,90,Li22 La12 Y1 Nb7 O48,mattersim,True,True,65,23.571296471003734,-661.2855224609375,-7.347616916232639,/root/Mattergen/results/obelix_random10_321/cifs/cti_ordered.cif
cz2,/root/Mattergen/OBELIX/cifs/cz2.cif,ok,0,,Li16 Sn4 Se12 S4,Li16 Sn4 Se12.428 S3.572,Li16 Sn4 Se12.428 S3.572,40,0,0.0,spacegroup+split_site_pairs,random,4,0,Li,3,3x1x1,0.03033333333333335,0.008470588235294122,True,0.011888888888889004,0.0092592592592593,0.0,True,,7,1,108,Li48 Sn12 Se37 S11,mattersim,True,True,20,5.882938770999317,-419.00347900390625,-3.8796618426287615,/root/Mattergen/results/obelix_random10_321/cifs/cz2_ordered.cif
d7f,/root/Mattergen/OBELIX/cifs/d7f.cif,copied_ordered,0,,Li12 Bi4 O16,Li12 Bi4 O16,Li12 Bi4 O16,32,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,32,Li12 Bi4 O16,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/d7f_ordered.cif
d9l,/root/Mattergen/OBELIX/cifs/d9l.cif,ok,0,,Li24 P4 Se2 S18 Br4,Li6.006 P1 Se0.5 S4.5 Br1,Li6.006 P1 Se0.5 S4.5 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,3,1x1x3,0.03392,0.017643333333333316,True,0.0002484060611078198,0.01282051282051283,0.012802769530433689,True,,7,1,39,Li18 P3 Se1 S14 Br3,mattersim,True,True,24,7.283815055001469,-159.5745086669922,-4.091654068384415,/root/Mattergen/results/obelix_random10_321/cifs/d9l_ordered.cif
dae,/root/Mattergen/OBELIX/cifs/dae.cif,ok,0,,Li48.8 La24 Sm4.4 Ta11.6 O96,Li24.3 La12 Sm2.2 Ta5.8 O48,Li24.3 La12 Sm2.2 Ta5.8 O48,152,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.025000000000000022,0.01103333333333334,True,0.0007973247409868711,0.0031996988518727676,0.0024023741108858965,True,,3,1,92,Li24 La12 Sm2 Ta6 O48,mattersim,True,True,96,37.08377988800203,-678.9732666015625,-7.3801442021908965,/root/Mattergen/results/obelix_random10_321/cifs/dae_ordered.cif
dc8,/root/Mattergen/OBELIX/cifs/dc8.cif,copied_ordered,0,,Li18 Mg6 P8 O32 F6,Li18 Mg6 P8 O32 F6,Li18 Mg6 P8 O32 F6,70,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,70,Li18 Mg6 P8 O32 F6,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/dc8_ordered.cif
de5,/root/Mattergen/OBELIX/cifs/de5.cif,ok,0,,Li6 In2 Cl12,Li3 In1.015 Cl6,Li3 In1.015 Cl6,12,0,0.0,spacegroup,random,0,0,,6,3x2x1,0.04166666666666666,0.01374999999999999,True,0.0013479780329505725,0.0,0.0,True,,5,1,60,Li18 In6 Cl36,mattersim,True,True,17,5.2517001219966915,-207.38784790039062,-3.4564641316731772,/root/Mattergen/results/obelix_random10_321/cifs/de5_ordered.cif
deu,/root/Mattergen/OBELIX/cifs/deu.cif,ok,0,,Li8.8 Al0.8 Ge1.2 S8,Li8.694 Al0.81 Ge1.19 S8,Li8.694 Al0.81 Ge1.19 S8,28,0,0.0,spacegroup+split_site_pairs,random,9,0,Li,4,2x1x2,0.03899999999999998,0.01663636363636363,True,0.0030161002847653995,0.00559910414333703,0.002583003858571631,True,,5,1,76,Li36 Al3 Ge5 S32,mattersim,True,True,29,9.418040564996772,-322.78070068359375,-4.247114482678865,/root/Mattergen/results/obelix_random10_321/cifs/deu_ordered.cif
dl7,/root/Mattergen/OBELIX/cifs/dl7.cif,ok,0,,Li8 Mg4 Ti12 O32,Li8.0 Mg4 Ti12 O32,Li8.0 Mg4 Ti12 O32,56,0,0.0,spacegroup,random,0,0,,2,1x2x1,0.025000000000000022,0.010714285714285713,True,1.3877787807814457e-17,0.0,0.0,True,,8,1,112,Li16 Mg8 Ti24 O64,mattersim,True,True,27,12.722995742005878,-866.2380981445312,-7.734268733433315,/root/Mattergen/results/obelix_random10_321/cifs/dl7_ordered.cif
dlj,/root/Mattergen/OBELIX/cifs/dlj.cif,ok,0,,Li24 P4 Se4 S16 Br4,Li6.006 P1 Se1 S3.65484 Br1,Li6.006 P1 Se1 S3.65484 Br1,25,0,0.0,spacegroup+split_site_clusters,random,0,6,Li,3,1x1x3,0.011826666666666708,0.005112499999999994,True,0.019019518209145436,0.018218623481781382,0.0,True,,4,1,38,Li18 P3 Se3 S11 Br3,mattersim,True,True,39,11.53400999600126,-150.16360473632812,-3.95167380885074,/root/Mattergen/results/obelix_random10_321/cifs/dlj_ordered.cif
dmq,/root/Mattergen/OBELIX/cifs/dmq.cif,ok,0,,Li24 Al8 S24,Li12.188 Al3.732 S11.696,Li12.188 Al3.732 S11.696,36,0,0.0,spacegroup+split_site_pairs,random,2,0,Li,3,3x1x1,0.031333333333333324,0.013888888888888888,True,0.012766926005628343,0.017211703958691926,0.004444777953063583,True,,1,1,83,Li37 Al11 S35,mattersim,True,True,80,26.425386347000313,-361.1785583496094,-4.351548895778426,/root/Mattergen/results/obelix_random10_321/cifs/dmq_ordered.cif
dth,/root/Mattergen/OBELIX/cifs/dth.cif,copied_ordered,0,,Li16 Ge4 O16,Li8 Ge2 O8,Li8 Ge2 O8,18,0,0.0,,,0,0,,,,,,,0.0,0.0,0.0,True,,,,18,Li8 Ge2 O8,mattersim,False,,,,,,/root/Mattergen/results/obelix_random10_321/cifs/dth_ordered.cif
duf,/root/Mattergen/OBELIX/cifs/duf.cif,approximation_warning,0,Occupancy error 0.118000 exceeds tolerance 0.050000,Li52.8 La24 Zr12.8 Sb3.2 O96,Li35.268 La2.988 Zr1.336 Sb0.056 O48,Li35.268 La2.988 Zr1.336 Sb0.056 O48,116,0,0.0,spacegroup,random,0,0,,1,1x1x1,0.118,0.027962962962962953,False,0.12272123934876683,0.11806625577812019,0.003879152975538508,True,,1,1,88,Li35 La3 Zr1 Sb1 O48,mattersim,True,True,214,75.87452796999423,-463.6312561035156,-5.2685370011763135,/root/Mattergen/results/obelix_random10_321/cifs/duf_ordered.cif
