parent_id,source_file,stage,status,attempt,resolved,resolution,message,candidate_index,num_atoms,converged,relaxation_steps,relaxation_seconds,total_energy_ev,energy_per_atom_ev
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,8,117,False,300,119.33543447299962,-806.76123046875,-6.895395132211538
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,9,117,False,300,119.33514128200113,-813.9415283203125,-6.956765199318911
9zk,/root/Mattergen/OBELIX/cifs/9zk.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Ga5', 'Ga5', 'Ga5', 'Ga5', 'Ga5', 'Ga5', 'Ga5', 'Ga5', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9']`.",,,,,,,
a8v,/root/Mattergen/OBELIX/cifs/a8v.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.100000 exceeds tolerance 0.050000,3,104,True,45,14.29388368400032,-428.3318176269531,-4.118575169489934
an2,/root/Mattergen/OBELIX/cifs/an2.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Li3', 'Li3', 'Li3', 'Li3', 'Li4', 'Li4', 'Li4', 'Li4', 'Li5', 'Li5', 'Li5', 'Li5', 'Si6', 'Si6', 'Si6', 'Si6', 'Cl7', 'Cl7', 'Cl7', 'Cl7', 'Cl8', 'Cl8', 'Cl8', 'Cl8', 'O9', 'O9', 'O9', 'O9', 'O10', 'O10', 'O10', 'O10', 'O11', 'O11', 'O11', 'O11', 'O12', 'O12', 'O12', 'O12']`.",,,,,,,
ard,/root/Mattergen/OBELIX/cifs/ard.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.110000 exceeds tolerance 0.050000,3,97,True,78,29.050504501999967,-822.25830078125,-8.476889698775773
b4c,/root/Mattergen/OBELIX/cifs/b4c.cif,input_validation,reference_mismatch,0,False,,Reference elements absent from source CIF: Li,,10,,,,,
b4c,/root/Mattergen/OBELIX/cifs/b4c.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Si0', 'Si0', 'S1', 'S1', 'S1', 'S1', 'S2', 'S2', 'S3', 'S3']`.",,,,,,,
be9,/root/Mattergen/OBELIX/cifs/be9.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Ga1', 'Ga1', 'Ga1', 'Ga1', 'Br2', 'Br2', 'Br2', 'Br2', 'Br3', 'Br3', 'Br3', 'Br3', 'Br4', 'Br4', 'Br4', 'Br4', 'Br5', 'Br5', 'Br5', 'Br5']`.",,,,,,,
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,92,False,300,112.45368788999622,-611.8959350585938,-6.651042772376019
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,92,False,300,112.25278193900158,-599.8649291992188,-6.520270969556726
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,92,False,300,114.46966584600159,-602.643798828125,-6.55047607421875
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,92,False,300,112.86185571899841,-589.41455078125,-6.406679899796195
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,92,False,300,112.1776760970024,-613.8195190429688,-6.6719512939453125
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,92,False,300,113.95165242499934,-590.5176391601562,-6.418669990871264
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,92,False,300,113.01228323699615,-600.5567626953125,-6.527790898862093
bi3,/root/Mattergen/OBELIX/cifs/bi3.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,92,False,300,112.73929740599851,-589.4373168945312,-6.406927357549253
bq9,/root/Mattergen/OBELIX/cifs/bq9.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li1', 'Li1', 'Li2', 'Li2', 'Li3', 'Li3', 'Li4', 'Li4', 'Li5', 'Li5', 'Li6', 'Li6', 'Li7', 'Li7', 'Li8', 'Li8', 'Li9', 'Li9', 'Li10', 'Li10', 'Li11', 'Li11', 'Bi12', 'Bi12', 'Bi13', 'Bi13', 'Bi14', 'Bi14', 'Bi15', 'Bi15', 'O16', 'O16', 'O17', 'O17', 'O18', 'O18', 'O19', 'O19', 'O20', 'O20', 'O21', 'O21', 'O22', 'O22', 'O23', 'O23', 'O24', 'O24', 'O25', 'O25', 'O26', 'O26', 'O27', 'O27']`.",,,,,,,
br1,/root/Mattergen/OBELIX/cifs/br1.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Al1', 'Al1', 'Al1', 'Al1', 'Al1', 'Al1', 'Al1', 'Al1', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N2', 'N3', 'N3', 'N3', 'N3']`.",,,,,,,
bsa,/root/Mattergen/OBELIX/cifs/bsa.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Ga1', 'Ga1', 'Ga1', 'Ga1', 'O2', 'O2', 'O2', 'O2', 'O3', 'O3', 'O3', 'O3']`.",,,,,,,
bv2,/root/Mattergen/OBELIX/cifs/bv2.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Y1', 'Y1', 'Y1', 'Y1', 'O2', 'O2', 'O2', 'O2', 'O3', 'O3', 'O3', 'O3']`.",,,,,,,
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,90,False,300,110.94814522100205,-687.0340576171875,-7.633711751302084
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,90,False,300,110.95726529200329,-708.4489135742188,-7.8716545952690975
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,90,False,300,110.54574382399733,-705.288818359375,-7.836542426215278
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,90,False,300,110.70355820700206,-719.6358032226562,-7.995953369140625
c0g,/root/Mattergen/OBELIX/cifs/c0g.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,90,False,300,98.08699912599695,-705.1702880859375,-7.835225423177083
cdk,/root/Mattergen/OBELIX/cifs/cdk.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'N2', 'N2', 'O3', 'O3', 'O3', 'O3', 'P1', 'P1']`.",,,,,,,
cfy,/root/Mattergen/OBELIX/cifs/cfy.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'P1', 'P1', 'S2', 'S2', 'S3', 'S3', 'S4', 'S4']`.",,,,,,,
clt,/root/Mattergen/OBELIX/cifs/clt.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li1', 'Li1', 'Li2', 'Li2', 'Cu3', 'B4', 'B4', 'B5', 'B5', 'O6', 'O6', 'O7', 'O7', 'O8', 'O8', 'O9', 'O9', 'O10', 'O10']`.",,,,,,,
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,90,False,300,111.34888629899797,-663.9159545898438,-7.376843939887153
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,90,False,300,111.03099683400069,-691.0916748046875,-7.67879638671875
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,90,False,300,112.81156963599642,-690.92236328125,-7.676915147569445
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,90,False,300,112.61889335600426,-668.2254028320312,-7.42472669813368
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,90,False,300,110.94314417199348,-667.2132568359375,-7.413480631510416
cti,/root/Mattergen/OBELIX/cifs/cti.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,90,False,300,110.94279656799335,-664.5098876953125,-7.383443196614583
cy2,/root/Mattergen/OBELIX/cifs/cy2.cif,ordering_approximation,approximation_warning,0,False,,Reference elements absent from source CIF: Li,0,28,True,34,5.450079379996168,-246.83053588867188,-8.815376281738281
d7f,/root/Mattergen/OBELIX/cifs/d7f.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Bi2', 'Bi2', 'Bi2', 'Bi2', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O4', 'O4', 'O4', 'O4', 'O5', 'O5', 'O5', 'O5']`.",,,,,,,
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,92,False,300,113.29909555599443,-703.7382202148438,-7.649328480596128
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,92,False,300,113.29904986099427,-702.2672119140625,-7.633339259935462
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,92,False,300,113.3428705740007,-687.1499633789062,-7.469021341075068
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,92,False,300,113.22010094800498,-677.0752563476562,-7.359513655952785
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,92,False,300,115.30083480799658,-681.55810546875,-7.408240276834239
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,92,False,300,113.36393754200253,-685.6880493164062,-7.453130970830503
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,92,False,300,115.23840127699805,-704.2041015625,-7.654392408288044
dae,/root/Mattergen/OBELIX/cifs/dae.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,92,False,300,113.20793458299886,-683.1746826171875,-7.425811767578125
dc8,/root/Mattergen/OBELIX/cifs/dc8.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Mg3', 'Mg3', 'Mg3', 'Mg3', 'Mg3', 'Mg3', 'P4', 'P4', 'P4', 'P4', 'P4', 'P4', 'P5', 'P5', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9', 'O10', 'O10', 'O10', 'O10', 'O10', 'O10', 'O11', 'O11', 'F12', 'F12', 'F12', 'F12', 'F12', 'F12']`.",,,,,,,
dmq,/root/Mattergen/OBELIX/cifs/dmq.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,83,False,300,98.695287069997,-390.2734069824219,-4.702089240752071
dmq,/root/Mattergen/OBELIX/cifs/dmq.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,83,False,300,98.74226120799722,-379.7879638671875,-4.575758600809488
dmq,/root/Mattergen/OBELIX/cifs/dmq.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,83,False,300,94.89277004700125,-367.1690673828125,-4.423723703407379
dmq,/root/Mattergen/OBELIX/cifs/dmq.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,83,False,300,71.03716708499996,-370.8659362792969,-4.468264292521649
dth,/root/Mattergen/OBELIX/cifs/dth.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Ge2', 'Ge2', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'O3', 'O3', 'O3', 'O3', 'O4', 'O4', 'O4', 'O4']`.",,,,,,,
duf,/root/Mattergen/OBELIX/cifs/duf.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,88,False,300,83.11583835400234,-459.814697265625,-5.2251670143821025
duf,/root/Mattergen/OBELIX/cifs/duf.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.118000 exceeds tolerance 0.050000,1,88,True,214,75.87452796999423,-463.6312561035156,-5.2685370011763135
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,89,False,300,110.27077156800078,-675.5531005859375,-7.590484276246489
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,89,False,300,110.14260656900296,-664.3565673828125,-7.464680532391152
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,89,False,300,110.95395599699987,-674.7589111328125,-7.581560799245084
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,89,False,300,110.80195187899517,-664.2127075195312,-7.463064129432936
dvb,/root/Mattergen/OBELIX/cifs/dvb.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.075000 exceeds tolerance 0.050000,0,89,True,98,36.7057127789958,-657.8027954101562,-7.391042645057936
ecp,/root/Mattergen/OBELIX/cifs/ecp.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'La1', 'La1', 'La1', 'La1', 'O2', 'O2', 'O2', 'O2', 'O3', 'O3', 'O3', 'O3']`.",,,,,,,
ei3,/root/Mattergen/OBELIX/cifs/ei3.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.059080 exceeds tolerance 0.050000,7,120,True,86,24.485140504999436,-512.4924926757812,-4.270770772298177
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,91,False,300,114.35289304800244,-690.1923217773438,-7.584531008542239
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,91,False,300,112.3876980329951,-691.545654296875,-7.599402794471154
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,91,False,300,112.3190149439979,-678.07080078125,-7.451327481112638
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,91,False,300,112.17886801599525,-682.097412109375,-7.4955759572458796
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,91,False,300,113.12260767399857,-690.7246704101562,-7.590380993518201
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,91,False,300,111.35703714300325,-681.4773559570312,-7.48876215337397
fam,/root/Mattergen/OBELIX/cifs/fam.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,91,False,300,82.21154619799927,-693.1005249023438,-7.6164892846411405
fft,/root/Mattergen/OBELIX/cifs/fft.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'N2', 'N2']`.",,,,,,,
fwz,/root/Mattergen/OBELIX/cifs/fwz.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'S2', 'S2', 'S2', 'S2', 'S3', 'S3', 'Si1', 'Si1']`.",,,,,,,
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,94,False,300,117.69307600700267,-703.2744140625,-7.481642702792553
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,94,False,300,117.69303036999918,-692.05908203125,-7.362330659906915
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,94,False,300,117.63638992800406,-704.271484375,-7.4922498337765955
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,94,False,300,117.63613785500638,-703.7440185546875,-7.486638495262633
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,94,False,300,116.27315542999713,-725.7626953125,-7.720879737367022
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,94,False,300,116.27289700500114,-714.4535522460938,-7.600569704745678
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,94,False,300,117.36849650699878,-714.2655639648438,-7.598569829413232
g5q,/root/Mattergen/OBELIX/cifs/g5q.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,94,False,300,117.30610421400343,-715.7738037109375,-7.61461493309508
gas,/root/Mattergen/OBELIX/cifs/gas.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.065000 exceeds tolerance 0.050000,4,39,True,21,9.546765197999775,-323.8709716796875,-8.304383889222757
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,92,False,300,117.46657526999479,-692.0385131835938,-7.522157751995584
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,92,False,300,117.4665300419947,-680.9420776367188,-7.401544322138247
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,92,False,300,117.49388274599914,-670.9012451171875,-7.292404838230299
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,92,False,300,117.325072009,-681.1033935546875,-7.403297756029212
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,92,False,300,117.24325258300087,-655.4306640625,-7.124246348505435
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,92,False,300,117.34032575799938,-673.55615234375,-7.321262525475544
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,92,False,300,115.40674834600213,-693.8853149414062,-7.54223168414572
gcj,/root/Mattergen/OBELIX/cifs/gcj.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,92,False,300,93.64917129400419,-658.5325927734375,-7.157962964928669
gdr,/root/Mattergen/OBELIX/cifs/gdr.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,93,False,300,114.93922312399809,-712.8838500976562,-7.665417742985551
gdr,/root/Mattergen/OBELIX/cifs/gdr.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,93,False,300,93.59936454400304,-713.2062377929688,-7.66888427734375
